citing	cited	new_type	confidence	rationale
2606.02574	1812.08539	compares	medium	The context contrasts approaches but does not assert the cited paper's claims are wrong.
2606.02574	2502.15546	compares	medium	The context contrasts approaches but does not assert the cited paper's claims are wrong.
2606.02574	nucl-th/0611096	compares	medium	The context contrasts approaches but does not assert the cited paper's claims are wrong.
2606.02574	2112.04569	compares	medium	The context contrasts approaches but does not assert the cited paper's claims are wrong.
2606.02574	2108.10835	compares	medium	The context contrasts approaches but does not assert the cited paper's claims are wrong.
2606.02574	1607.06371	compares	medium	The context contrasts approaches but does not assert the cited paper's claims are wrong.
astro-ph/0308148	astro-ph/0302441	contrasts	low	recheck response unparseable, original label kept
astro-ph/0701308	nucl-th/0505025	contrasts	high	The citing paper explicitly states that the basic assumption of the cited paper has been criticized in [TARGET], indicating a dispute.
2606.14634	nucl-th/0303062	contrasts	high	The citing paper explicitly states that prior works' trajectories hide a subtle artifact and contrasts their discontinuous patching with the citing paper's continuous approach.
2606.14634	1607.04053	contrasts	medium	The citing paper criticizes the prior strategy for precluding the chiral limit and worsening chiral convergence, indicating a methodological disagreement.
astro-ph/0611311	hep-ph/0102194	uses	high	The citing paper mentions [TARGET] as an example of other models lacking energy conservation in cross-section calculations, not as a dispute.
2606.10441	2510.06758	uses	high	The citing paper cites [TARGET] as evidence that Gaussian Wigner densities are inadequate for loosely bound systems, not as a dispute.
2606.10441	2007.01750	uses	high	Same context as item 1, [TARGET] is used as support for the inadequacy of Gaussian approximations.
2606.10441	2504.02491	uses	high	Same context as item 1, [TARGET] is cited as evidence for the limitation of Gaussian Wigner densities.
2606.10441	2404.13582	contrasts	high	The citing paper explicitly states that current implementations (including [TARGET]) significantly underestimate 4He yields, indicating a quantitative discrepancy with [TARGET]'s results.
2606.14558	2106.01249	compares	high	The citing paper contrasts its quantum Monte Carlo method with the cited paper's lowest-order correlation operator approximation, but does not dispute the cited paper's claims.
2606.14558	2506.22670	compares	high	The citing paper lists the cited paper as an example of mean-field approaches, but does not assert any error or tension with its findings.
2606.14558	1610.04066	compares	high	The citing paper notes that previous calculations were limited to the deuteron, including the cited paper, but does not dispute its results.
astro-ph/9812243	nucl-th/9611010	uses	high	The citing paper cites [TARGET] as evidence for the consensus that hot bubble simulations fail to provide r-process conditions, not as a dispute with [TARGET]'s claims.
astro-ph/0209122	nucl-th/0204031	uses	medium	The citing paper uses the cited paper's result as evidence that standard cooling cannot fit all data, not as a dispute.
astro-ph/0209122	astro-ph/0204275	uses	medium	The citing paper uses the cited paper's result as evidence that standard cooling cannot fit all data, not as a dispute.
astro-ph/9807330	astro-ph/9803067	contrasts	high	The citing paper explicitly states the cited paper gave an incorrect estimate and neglected important energy release.
astro-ph/9610250	astro-ph/9612047	background	low	Context mentions the cited paper's proposal but does not assert its claims are wrong or in tension.
cond-mat/0012088	cond-mat/9905436	background	low	Context is too thin to establish any dispute with the cited paper.
astro-ph/9809242	astro-ph/9701178	background	low	Context is too thin to establish a dispute with the cited paper.
2606.14863	2207.14718	contrasts	high	The citing paper asserts that the cited paper's figures show poor convergence of the standard approach, directly contrasting with the citing paper's improved convergence.
2606.14863	2201.12180	contrasts	high	Same context as item 1, explicitly contrasting the cited paper's results with the citing paper's thermoparticle predictions.
2606.14863	2501.11603	contrasts	high	The citing paper states that the cited paper's lattice data are not consistent with the standard analytic series, implying a quantitative tension with the cited paper's findings.
2606.16877	2505.18430	uses	high	The citing paper mentions existing coordinate-space calculations as a contrast to its own method, but does not dispute the cited paper's claims.
2606.16877	1305.1539	uses	high	The citing paper references the original quasi-PDFs as a limitation for direct momentum-space calculation, but does not assert the cited paper's results are wrong.
2606.16877	2504.04625	uses	high	The citing paper contrasts its approach with coordinate-space methods, but does not dispute the cited paper's findings.
cond-mat/0008089	nucl-th/9602015	background	low	The context mentions differing results from approximations but does not specify that [TARGET]'s claims are wrong or corrected.
2606.12166	2102.11172	uses	high	Citing paper notes alternative methods use harmonic oscillator basis, not a dispute.
2606.12166	2604.20681	compares	medium	Mentions lattice Hamiltonians with attractive three-nucleon forces as further examples, contrasting with continuum formulations, but not disputing the cited paper's claims.
2606.12166	nucl-th/0504043	uses	high	Cited as support for the claim that repulsive three-nucleon forces yield saturation in continuum, not a dispute.
2606.12166	1902.06154	uses	high	Same as item 1, cited as example of alternative methods, not a dispute.
2606.12166	1612.04298	uses	high	Same as item 1, cited as example of alternative methods, not a dispute.
2606.12166	nucl-th/0402034	uses	high	Same as item 1, cited as example of alternative methods, not a dispute.
2606.12166	0707.1516	contrasts	medium	Citing paper states phase-shift equivalent two-body Hamiltonians overbind medium-mass nuclei, directly contradicting the cited paper's results.
astro-ph/9708092	astro-ph/9712165	contrasts	medium	The context notes a different result for the composition was obtained in the cited paper.
astro-ph/9708092	hep-ph/9701335	contrasts	medium	The context notes a different result for the composition was obtained in the cited paper.
astro-ph/9707320	astro-ph/9705119	contrasts	high	Citing paper explicitly states their procedure gives a wrong answer, disagreeing with cited papers' results.
astro-ph/9707320	nucl-th/9705046	contrasts	high	Citing paper asserts cited papers' calculated rate is 2.9 times higher and wrong, a direct dispute.
cond-mat/0202409	hep-ph/0109135	background	low	Context is too thin to establish a dispute with the cited paper.
cond-mat/0105313	cond-mat/9907412	uses	high	The citing paper mentions Tsallis statistics applies to the border of chaos, citing the target as an example, not as a dispute.
cond-mat/0204530	cond-mat/0202062	contrasts	high	The citing paper states that the cited models do not afford derivation of analytical forms, unlike the citing paper's approach.
astro-ph/0411560	astro-ph/0203088	uses	high	The citing paper mentions the cited paper's neutrino emission processes but then argues that conduction dominates, using the cited paper as a point of comparison, not a dispute.
astro-ph/0411560	astro-ph/0405262	uses	high	The citing paper states that measurements would not provide specific evidence of quark matter, citing the target as support for that claim, not disputing it.
astro-ph/0411560	hep-ph/0204132	uses	high	The citing paper contrasts neutrino emission with conduction, citing the target for the conduction claim, not disputing the target's own results.
cond-mat/0509202	cond-mat/0403582	background	low	Citation context is a reference list entry with no surrounding text to establish a dispute.
astro-ph/0612092	astro-ph/0411619	uses	high	The citing paper references the cited paper's finding that 2SC phase cools too fast, using it as a motivation for their own model.
astro-ph/0612092	astro-ph/9705235	contrasts	high	The citing paper explicitly states that the cited paper's suggested signal should not be applicable, contradicting its validity.
astro-ph/0612092	astro-ph/0003426	contrasts	high	The citing paper explicitly states that the cited paper's suggested signal should not be applicable, contradicting its validity.
cond-mat/0406514	cond-mat/0404330	background	low	Context is truncated and does not clearly establish a dispute with the cited paper.
astro-ph/9605188	nucl-th/9506004	contrasts	low	recheck response unparseable, original label kept
astro-ph/9605188	hep-ph/9504250	contrasts	low	recheck response unparseable, original label kept
astro-ph/9605188	hep-ph/9511209	contrasts	low	recheck response unparseable, original label kept
astro-ph/9605188	nucl-th/9507028	contrasts	low	recheck response unparseable, original label kept
2606.07744	1608.07339	compares	high	The citing paper contrasts its configuration with that of a back-to-back dijet, but this is a neutral difference, not a dispute.
2606.07744	1612.04202	compares	high	Same as above, a neutral comparison of configurations.
2606.07744	2004.11403	contrasts	high	The citing paper explicitly states it does not restrict to the single-scattering regime, unlike the cited paper, indicating a methodological disagreement.
2606.07744	1604.04250	compares	high	Neutral comparison of configurations, no dispute.
2606.07744	1607.01932	compares	high	Neutral comparison of configurations, no dispute.
2606.07744	1101.0715	compares	high	The citing paper contrasts its factorisation violation with TMD factorisation, but this is a difference in context, not a claim that the cited paper is wrong.
2606.07744	2506.17454	compares	high	Similar to above, a neutral contrast between hot and cold medium effects, not a dispute.
2606.07744	2409.05957	uses	medium	The citing paper notes its objective differs from the cited studies, but does not assert they are wrong; it uses them as a reference point.
cond-mat/0509786	hep-th/9910025	background	low	Context is too thin to establish a dispute; it only notes a terminological difference.
astro-ph/0506196	nucl-th/9806043	background	low	Context only mentions parameter set not used due to convergence issues, no dispute of claims.
astro-ph/0506196	nucl-th/9811063	background	low	Same context as above, no dispute of cited paper's claims.
astro-ph/0506196	nucl-th/9810016	background	low	Same context, no dispute of cited paper's claims.
astro-ph/0506196	nucl-th/9801063	background	low	Same context, no dispute of cited paper's claims.
astro-ph/0506196	nucl-th/0306010	contrasts	high	Citing paper explicitly rejects cited paper's cyclotron interpretation as unrealistic.
cond-mat/0507586	nucl-th/0506042	contrasts	high	The citing paper explicitly states that the cited paper's limit is opposite to the zero-range limit considered, indicating a conceptual tension.
cond-mat/0408624	hep-ph/0212131	contrasts	low	recheck response unparseable, original label kept
cond-mat/0508431	nucl-th/9309016	contrasts	high	The citing paper states that in Cerf and Martin's method the number of pairs remained fixed, which is a limitation that the citing paper overcomes by adding a pair-breaking term.
cond-mat/0607834	cond-mat/0608477	uses	high	The citing paper mentions the NNLO correction as a separate result, not as a dispute with the cited paper's claims.
hep-lat/0307018	hep-lat/0308001	background	low	Context is too thin to establish a dispute with the cited paper.
hep-lat/0203028	nucl-th/0109014	background	low	The context mentions the cited paper but does not clearly assert a dispute or contrast with its claims.
hep-ex/0308005	hep-ph/0202183	background	low	Context is too thin to establish a dispute with the cited paper.
hep-lat/0308015	nucl-th/0307116	background	low	Context mentions flux tube model inadequacy but does not clearly attribute a dispute to the cited paper's own claims.
hep-lat/0302022	hep-lat/0203006	compares	medium	The citing paper notes a difference in renormalization procedure but does not dispute the cited paper's claims.
astro-ph/0608317	astro-ph/0512655	uses	high	The citing paper mentions [TARGET] as one proposed mechanism but notes a flaw, not a direct dispute with the cited paper's own claims.
astro-ph/0608317	hep-ph/0502166	contrasts	high	The citing paper explicitly states that [TARGET]'s mechanism operates only below 1 MeV, making resulting kick velocities too small, directly contradicting its effectiveness.
astro-ph/0608317	astro-ph/9705126	uses	high	The citing paper lists [TARGET] as a proposed explanation but critiques it as requiring large surface magnetic fields, not a direct dispute of the cited paper's core claims.
hep-lat/0405007	hep-lat/0404018	background	low	Context is too thin to establish a dispute; it only notes an independent analysis appeared.
hep-lat/0107022	hep-lat/0102003	background	low	Context is too thin to establish a dispute with the cited paper.
hep-lat/0309013	hep-lat/0210019	contrasts	high	The citing paper states that quenched approximation misrepresents meson loop behavior, citing [TARGET] as an example of this problem.
hep-lat/0110037	hep-lat/0102003	contrasts	high	The citing paper explicitly states its findings disagree with the cited paper's assumptions and conclusions about instanton dominance.
hep-lat/0406002	hep-ph/0210064	background	low	Context mentions [TARGET] as one of several lattice results, but no explicit dispute or correction is stated.
cond-mat/0604255	nucl-th/0502039	contrasts	high	Citing paper explicitly states its results show renormalization does not necessitate the three-body datum claimed by the cited paper.
cond-mat/0604255	nucl-th/0207034	contrasts	high	Citing paper explicitly states its results show renormalization does not necessitate the three-body datum claimed by the cited paper.
hep-lat/0507004	hep-lat/0406009	contrasts	high	The citing paper explicitly notes that [TARGET] does not use MEM and employs an Ansatz that was criticized, implying a methodological dispute.
hep-lat/0406009	hep-ph/0203177	uses	high	The citing paper cites [TARGET] as a source of a known difficulty, not as a dispute.
hep-lat/0006022	hep-ph/0001312	contrasts	high	The citing paper explicitly states that the scenario of scaling proportional to the number of fundamental flux tubes, which is attributed to [TARGET], is excluded by the present study.
cond-mat/0602552	cond-mat/0109390	uses	high	The citing paper mentions the cited paper's use of a Slater determinant basis as a prior approach, not as a dispute.
cond-mat/0602552	cond-mat/0102100	uses	high	The citing paper references the cited paper's study of ground-state magnetization, using it as background, not as a contrast.
hep-lat/0202013	nucl-th/0011012	background	low	Context describes a different approach, not a dispute with the cited paper's claims.
hep-lat/0305016	hep-lat/0205007	uses	high	The citing paper cites [TARGET] as evidence that conventional DWF does not preserve chiral symmetry, not as a dispute.
hep-lat/0305016	hep-lat/0204009	uses	high	The citing paper cites [TARGET] as support for a limitation of DWF, not as a contrast or dispute.
hep-lat/0403005	nucl-th/0104030	uses	high	The citing paper references [TARGET] as supporting evidence for formal problems in Weinberg's power-counting, not as a dispute with [TARGET] itself.
hep-lat/0605010	hep-lat/0303002	uses	high	The citing paper references the target as a possible solution, not as a disputed claim.
hep-lat/0512004	hep-lat/0505022	compares	medium	The citing paper notes a similar quenched study appeared, but does not assert the cited paper's claims are wrong or in tension.
hep-lat/0611027	hep-lat/0402006	background	low	The context only lists citations without any explicit dispute or comparison.
gr-qc/0110112	nucl-th/0004053	uses	high	The citing paper mentions cooling data as an alternative method, not as a disputed claim.
gr-qc/0110112	hep-ph/0002094	uses	high	The citing paper mentions cooling data as an alternative method, not as a disputed claim.
gr-qc/0110112	hep-ph/0009135	uses	high	The citing paper mentions cooling data as an alternative method, not as a disputed claim.
gr-qc/0110112	hep-ph/0005094	uses	high	The citing paper mentions cooling data as an alternative method, not as a disputed claim.
hep-lat/0510062	hep-ph/0108015	uses	high	The citing paper mentions [TARGET] as a concern about finite volume effects, but then uses its own data to show the effects are small, not disputing [TARGET]'s claims.
hep-lat/0604004	hep-ph/9812287	background	low	Context mentions the cited paper's gap scaling prediction but does not assert a dispute or correction.
hep-lat/0406001	hep-lat/0204005	background	low	Context mentions previous extrapolations assumed minimal quenching effects, but no explicit dispute with the cited paper's claims.
hep-lat/0406001	hep-lat/0302008	background	low	Same context as first item, no explicit dispute with the cited paper's own results.
hep-lat/0609068	hep-lat/0608013	background	low	The context is cut off and does not clearly indicate a dispute with the cited paper.
hep-lat/0608002	hep-lat/0403030	uses	medium	The citing paper mentions Beane's opinion as a supporting remark, not as a dispute.
hep-lat/0607019	hep-lat/0403015	compares	high	The citing paper plots its results against those of the target to show a comparison, not a dispute.
hep-lat/0510024	hep-lat/0201019	compares	high	The citing paper contrasts the number of lattice spacing counterterms in Wilson chiral perturbation theory with its own staggered case, but does not dispute the cited paper's claims.
hep-lat/0610040	hep-lat/0511009	contrasts	low	recheck response unparseable, original label kept
hep-lat/0608001	hep-lat/0409011	background	low	Context too thin to establish a dispute with the cited paper.
hep-lat/0608001	hep-lat/0604019	contrasts	medium	Citing paper criticizes the cited paper's linear extrapolation and aims to provide improved functions.
hep-lat/0702022	hep-ph/0408282	contrasts	high	The citing paper notes that previous DSE studies assumed zero-temperature behavior persists, implying their assumption was incorrect.
hep-lat/0308001	hep-lat/0210019	contrasts	high	Citing paper states quenched chiral perturbation theory misrepresents meson loop behavior, and decuplet observables are a further example.
hep-lat/0308001	nucl-th/0304004	contrasts	high	Citing paper states quenched chiral perturbation theory misrepresents meson loop behavior, and decuplet observables are a further example.
hep-lat/0308001	hep-lat/0307003	contrasts	high	Citing paper states quenched chiral perturbation theory misrepresents meson loop behavior, and decuplet observables are a further example.
hep-lat/0308001	hep-lat/0302008	contrasts	high	Citing paper explicitly contrasts its extrapolated magnetic moment value with the value from the cited paper's method.
hep-lat/0307003	hep-lat/0210019	contrasts	high	Citing paper states quenched results are frequently misrepresented in the cited paper and extends this to charge radii.
hep-lat/0307003	nucl-th/0304004	contrasts	high	Citing paper states quenched results are frequently misrepresented in the cited paper and extends this to charge radii.
hep-lat/0307003	nucl-th/0107038	contrasts	high	Citing paper states quenched results are frequently misrepresented in the cited paper and extends this to charge radii.
hep-lat/0307003	hep-ph/0109190	contrasts	high	Citing paper states quenched results are frequently misrepresented in the cited paper and extends this to charge radii.
hep-lat/0307003	hep-lat/0308001	contrasts	high	Citing paper states quenched results are frequently misrepresented in the cited paper and extends this to charge radii.
hep-lat/9908009	hep-ph/9806491	background	low	No citation context extracted from tex to establish any relationship.
hep-ph/0009274	hep-ph/9902458	background	low	Context is too thin to establish a dispute with [TARGET].
hep-ph/0101290	hep-ph/0012253	contrasts	high	The citing paper explicitly disputes Zhu et al.'s claim and argues their conclusion is unsupported.
hep-ph/0001146	nucl-th/9803017	uses	medium	The citing paper references Benesh and Londergan's approach as a prior attempt, not as a disputed claim.
hep-ph/0001146	nucl-th/9609024	uses	medium	The citing paper references Benesh and Londergan's approach as a prior attempt, not as a disputed claim.
hep-ph/0104194	hep-ph/0002209	contrasts	high	The citing paper explicitly argues for five light pseudo-NG bosons, contradicting the cited paper's claim of only one.
hep-ph/0001245	nucl-th/0005069	background	low	Context is too thin to establish a direct dispute with the cited paper.
hep-ph/0006236	nucl-th/9911015	contrasts	high	The citing paper explicitly states Dunlop and Ogilvie have a significant misunderstanding about strangeness enhancement, directly disputing their claims.
hep-ph/0007355	hep-ph/9808322	background	low	Context is too thin to establish a dispute with the cited paper.
hep-lat/0406011	nucl-th/0304004	contrasts	high	Citing paper states meson loop behavior is frequently misrepresented in the cited paper.
hep-lat/0406011	hep-lat/0210019	contrasts	high	Citing paper states meson loop behavior is frequently misrepresented in the cited paper.
hep-lat/0406011	hep-lat/0307003	contrasts	high	Citing paper states meson loop behavior is frequently misrepresented in the cited paper.
hep-lat/0406011	hep-lat/0302008	contrasts	high	Citing paper's extrapolation result differs from the cited paper's value, indicating a dispute.
hep-lat/0406011	hep-lat/0308001	contrasts	high	Citing paper states meson loop behavior is frequently misrepresented in the cited paper.
hep-lat/0406011	hep-lat/0309013	contrasts	high	Citing paper states meson loop behavior is frequently misrepresented in the cited paper.
hep-ph/0002085	nucl-th/9312004	contrasts	low	recheck response unparseable, original label kept
hep-ph/0107265	hep-ph/0010274	uses	high	The citing paper references [TARGET] as making a similar observation, not as a dispute.
hep-ph/0010274	hep-ph/0004095	contrasts	high	The citing paper explicitly states the cited paper's argument has a potential flaw, though the conclusion is correct.
hep-ph/0009135	nucl-th/0006020	contrasts	high	The citing paper states that lattice QCD did not confirm flavour democratic decay, invalidating the intuitive argument, which disputes the cited paper's findings.
hep-ph/0003075	nucl-th/9710045	contrasts	high	The citing paper explicitly examines and challenges a simplifying assumption made in the cited paper, implying it is incorrect or inadequate.
hep-ph/0109256	hep-ph/0109173	uses	high	The citing paper mentions [TARGET] as prior mention of vortices, not as a dispute.
hep-ph/0105197	hep-lat/0103006	background	low	The context is a citation list with no explicit dispute or comparison stated.
hep-ph/0110062	hep-ph/9706344	compares	high	The citing paper notes a difference in notation convention, not a dispute of claims or results.
hep-ph/0102332	hep-ph/0007355	uses	high	The citing paper references the cited paper's bound as a comparison point, not as a dispute.
hep-ph/0106031	hep-ph/9802239	contrasts	high	The citing paper states that approximations in the cited paper violate multiplicative renormalizability, a direct criticism of the cited paper's method.
hep-ph/0204205	hep-ph/0202157	uses	high	The citing paper mentions Barnes' warning as a cautionary note, not as a dispute with Barnes' own claims.
hep-ph/0203005	hep-ph/9602236	uses	high	The citing paper references [TARGET] as an example of a negative result that others suggest is due to neglecting self-angular momentum, not as a dispute with [TARGET] itself.
hep-ph/0106257	nucl-th/9806045	uses	high	The citing paper uses the cited paper's perturbative prediction as a comparison point, not disputing it directly.
hep-ph/0108162	hep-th/0101197	uses	high	The citing paper references Cohen's work as support for questioning the Vafa-Witten proof, not as a dispute with Cohen.
hep-ph/0202195	hep-ph/0102332	uses	high	The citing paper uses [TARGET] as support for the claim that the gluon propagator is infrared finite or vanishing, not as a dispute.
hep-ph/0204178	nucl-th/9907120	compares	medium	The context describes a difference in approach, not a dispute with the cited paper's claims.
hep-ph/0103044	nucl-th/9909035	contrasts	high	Citing paper explicitly states numerical values in cited paper are incorrect by a factor of 4 due to a computer program error.
hep-ph/0103044	nucl-th/9904010	contrasts	high	Citing paper explicitly states numerical values in cited paper are incorrect by a factor of 4 due to a computer program error.
hep-ph/0010178	nucl-ex/9605001	uses	high	The citing paper uses LSND results as evidence for the oscillation parameters it then disfavors, not as a dispute with the cited paper itself.
hep-ph/0010178	nucl-ex/9605003	uses	high	The citing paper references LSND data as the basis for the parameters being tested, not as a target of disagreement.
hep-ph/0201079	hep-ph/0106176	uses	high	The citing paper references the cited paper to note a difference in two-point functions, but does not dispute its claims.
hep-ph/0201079	hep-ph/0102020	uses	high	The citing paper references the cited paper to note a difference in two-point functions, but does not dispute its claims.
hep-ph/0002193	hep-ph/0001013	contrasts	high	The citing paper states [TARGET] argues its rearrangement of the series leads to much better results than the straightforward IAM used in [cite], implying a dispute with [TARGET]'s own claims.
hep-ph/0105150	hep-ph/9910491	contrasts	high	Citing paper explicitly notes a factor 2 discrepancy in f_pi and disagreement about constant A with [TARGET].
hep-ph/0105150	hep-ph/0010274	contrasts	high	Citing paper states disagreement about the value of constant A, with [TARGET] giving a different result.
hep-ph/0204361	nucl-th/0202072	contrasts	high	The citing paper explicitly states its p_T distributions disagree with experiment from the cited paper.
hep-ph/0207098	nucl-th/0102040	background	low	Context is too thin to establish a dispute with the cited paper.
hep-ph/0204272	nucl-th/0211027	contrasts	high	The citing paper explicitly states that Cloet et al.'s result still leaves the experimental fact unexplained, implying their conclusion is insufficient or wrong.
hep-ph/0205201	hep-ph/0204001	uses	high	The citing paper agrees with the cited paper's finding, not disputes it.
hep-ph/0012282	nucl-th/0004022	contrasts	high	The citing paper notes that interference terms were completely omitted in the cited paper, implying a flaw in the cited paper's approach.
hep-ph/0012282	nucl-th/0006082	contrasts	high	The citing paper states that the cited paper's model yields magnetic moments too small unless parameters are used that do not reproduce the baryon spectrum, indicating a quantitative tension with the cited paper's results.
hep-ph/0012282	hep-ph/0001261	contrasts	high	The citing paper makes the same criticism of the cited paper's model as in the previous item, indicating a dispute with the cited paper's findings.
hep-ph/0109137	hep-ph/9801307	uses	high	The citing paper references Kaiser's analysis as a prior suggestion, not as a disputed claim.
hep-ph/0109137	hep-ph/9906301	contrasts	high	The citing paper explicitly contrasts Kaiser's large correlation length suggestion with Hiro-Oka and Minakata's finding of small correlation length, indicating a dispute.
hep-ph/0109173	hep-ph/9910491	uses	high	The citing paper notes a time dependence was irrelevant in previous literature, but does not dispute the cited paper's claims.
hep-ph/0109173	hep-ph/0007034	compares	medium	The citing paper mentions a different approach used previously, but does not assert the cited paper is wrong.
hep-ph/0109173	hep-ph/0002209	uses	high	The citing paper notes a time dependence was irrelevant in previous literature, but does not dispute the cited paper's claims.
hep-ph/0202202	hep-ph/9802239	background	low	Context mentions approximated angular treatments but does not assert a dispute with the cited paper's claims.
hep-ph/0202202	hep-ph/0106031	uses	medium	The cited paper is referenced as a truncation scheme, not as a source of disagreement.
hep-ph/0209105	hep-ph/0105150	uses	high	The citing paper cites [TARGET] as an example of perturbative quark mass treatment, not as a dispute.
hep-ph/0209105	hep-ph/0107265	uses	high	The citing paper cites [TARGET] as an example of perturbative quark mass treatment, not as a dispute.
hep-ph/0207233	nucl-th/0001058	contrasts	high	The citing paper explicitly states the cited papers made a less convincing assumption, implying a methodological disagreement.
hep-ph/0207233	nucl-th/9806071	contrasts	high	The citing paper explicitly states the cited papers made a less convincing assumption, implying a methodological disagreement.
hep-ph/0204242	hep-ph/9802350	contrasts	high	The citing paper explicitly states that the cited paper's results are rather different from those discussed, indicating a quantitative or conceptual tension.
hep-ph/0210178	hep-ph/0007355	uses	medium	The citing paper references [TARGET] as evidence that non-perturbative vertices only slightly improve results, not as a dispute.
hep-ph/0011334	hep-ph/0005210	uses	high	The citing paper mentions [TARGET] as a phenomenological Ansatz, not as a dispute.
hep-ph/0011334	nucl-th/0010073	uses	high	The context is identical to item 1; [TARGET] is cited as a prior use of the relation.
hep-ph/0011334	hep-ph/0001259	uses	high	Same context; [TARGET] is referenced as a prior phenomenological Ansatz.
hep-ph/0011334	nucl-th/0010070	uses	high	Same context; [TARGET] is cited as a prior use, not disputed.
hep-ph/0011334	hep-ph/0008295	uses	high	Same context; [TARGET] is mentioned as a prior Ansatz.
hep-ph/0011334	hep-ph/0009297	uses	high	Same context; [TARGET] is cited as a prior use, not a dispute.
hep-ph/0011334	hep-ph/0001094	uses	high	Same context; [TARGET] is referenced as a prior phenomenological Ansatz.
hep-ph/0011334	nucl-th/0010063	uses	high	Same context; [TARGET] is cited as a prior use, not a dispute.
hep-ph/0011334	hep-ph/0008325	uses	high	Same context; [TARGET] is mentioned as a prior Ansatz, not disputed.
hep-ph/0211235	nucl-th/9609044	uses	high	The citing paper references Buballa and Oertel's argument as a point to be addressed, not as a dispute.
hep-ph/0211235	hep-ph/9810529	uses	high	The citing paper references Buballa and Oertel's argument as a point to be addressed, not as a dispute.
hep-ph/0210106	hep-ph/0008150	contrasts	high	The citing paper states that the cited paper's argument about the color-flavor-locked channel is contradicted by their finding that the channel is strongly disfavored.
hep-ph/0210106	hep-ph/0011076	contrasts	high	The citing paper directly disputes the cited paper's claim that the condensation energy becomes attractive, asserting their own result that the channel is strongly disfavored.
hep-ph/0206170	nucl-th/9811096	uses	high	The citing paper uses [TARGET] as an example of a sum rule that relies on a questionable pion wave function value, not as a direct dispute with [TARGET]'s claims.
hep-ph/0206170	hep-ph/0111087	contrasts	high	The citing paper explicitly states that conventional QCD sum rules like [TARGET] restrict the coupling to a lower value, which is in tension with the experimental value and the citing paper's findings.
hep-ph/0309017	hep-ph/0104307	uses	high	The citing paper mentions [TARGET] as having reproduced a resonance, not as a dispute.
hep-ph/0303125	hep-ph/0202202	contrasts	high	The citing paper explicitly states the cited paper's infrared solution is spurious and tied to ultraviolet divergences.
hep-ph/0303204	nucl-th/0202072	contrasts	high	The citing paper explicitly states its results disagree with the cited paper's experimental data.
hep-ph/0308248	nucl-th/0104031	contrasts	high	The citing paper explicitly states its result is very different from the cited paper's conclusion, indicating a direct dispute.
hep-ph/0305117	nucl-th/0010064	contrasts	high	The citing paper states that the cited paper's energy dependence contradicts the true Regge asymptotics.
hep-ph/0305117	nucl-th/0010017	contrasts	high	The citing paper states that the cited paper's energy dependence contradicts the true Regge asymptotics.
hep-ph/0309224	hep-ph/0008208	background	low	The context only mentions ignoring the possibility of a crystalline phase, not a dispute with the cited paper's claims.
hep-ph/0307227	hep-ph/0106128	uses	high	The citing paper references Beacom and Parke's criticism of Towner, using it as support for a known inconsistency, not disputing Beacom and Parke.
hep-ph/0204239	hep-ph/9902278	uses	medium	Glozman and Riska's calculation is cited as evidence in a disagreement with Alexandrov, not as a dispute with the cited paper itself.
hep-ph/0204239	hep-ph/9904459	uses	medium	Glozman and Riska's calculation is cited as evidence in a disagreement with Alexandrov, not as a dispute with the cited paper itself.
hep-ph/0204239	hep-ph/9908207	uses	medium	Glozman and Riska's calculation is cited as evidence in a disagreement with Alexandrov, not as a dispute with the cited paper itself.
hep-ph/0204239	hep-ph/9908423	uses	medium	Glozman and Riska's calculation is cited as evidence in a disagreement with Alexandrov, not as a dispute with the cited paper itself.
hep-ph/0204239	nucl-th/9909021	uses	medium	Glozman and Riska's calculation is cited as evidence in a disagreement with Alexandrov, not as a dispute with the cited paper itself.
hep-ph/0204239	hep-ph/9901439	uses	medium	Glozman and Riska's calculation is cited as evidence in a disagreement with Alexandrov, not as a dispute with the cited paper itself.
hep-ph/0304019	hep-ph/0303109	background	low	Context is too thin to establish a dispute with the cited paper.
hep-ph/0303168	hep-ph/0010207	compares	high	The citing paper notes Harada and Yamawaki's support for a picture, then states it considers another type of condensation, indicating a different approach rather than a dispute.
hep-ph/0308085	nucl-th/0304056	uses	high	The citing paper mentions that previous investigations did not reveal substantial baryonic contributions, but it does not assert that the cited paper's claims are wrong; it uses this as a starting point for further analysis.
hep-ph/0311119	hep-ph/0306208	uses	high	The citing paper cites [TARGET] as evidence for a lower value of the critical pion mass, not as a dispute.
hep-ph/0304083	nucl-th/9407010	uses	high	The citing paper mentions Dorokhov's criticism as a point to address, not as a dispute with Dorokhov's own claims.
hep-ph/0303072	hep-ph/0204361	uses	medium	The cited paper is listed as an alternative non-hydrodynamic approach, not as a disputed claim.
hep-ph/0303072	nucl-th/0205053	uses	medium	The cited paper is listed as an alternative non-hydrodynamic approach, not as a disputed claim.
hep-ph/0307325	hep-ph/0009237	contrasts	high	The citing paper argues that QCD plasma instabilities must drastically modify the bottom-up thermalization scenario, directly challenging the cited paper's claims.
hep-ph/0307325	hep-ph/0408052	contrasts	high	The citing paper explicitly states that a paragraph in the cited paper is misleadingly general and applies only to a specific case, not the general one claimed.
hep-ph/0401172	hep-ph/0302055	background	low	The context mentions the cited paper only as an example of other resummations, without asserting any dispute or comparison of claims.
